index,endTime,artistName,trackName,msPlayed,ano,mes,dia,tempo,horas,tempoEscutado(h),tempoEscutado(min),nomeDia
0,2021-03-25 13:11:00,Wry,Man in the Mirror - Electropaulo Rmx,68943,2021,3,25,13:11:00,13,0.0192,1.149,Thursday
1,2021-03-25 13:31:00,Vintage Culture,Várias Queixas - Radio Edit,155702,2021,3,25,13:31:00,13,0.0433,2.595,Thursday
2,2021-03-25 13:34:00,Cypress Hill,Champion Sound,183560,2021,3,25,13:34:00,13,0.051,3.0593,Thursday
3,2021-03-25 13:35:00,Rita Benneditto,Com o Afeto das Canções,92897,2021,3,25,13:35:00,13,0.0258,1.5483,Thursday
4,2021-03-25 13:35:00,Rodrigo Sha,Do Guarani Ao Guaraná,8340,2021,3,25,13:35:00,13,0.0023,0.139,Thursday
5,2021-03-25 13:36:00,Cypress Hill,Champion Sound,43820,2021,3,25,13:36:00,13,0.0122,0.7303,Thursday
6,2021-03-25 13:37:00,David Bowie,"Strangers When We Meet - Live at the National Exhibition Centre, Birmingham, 13th December, 1995",55450,2021,3,25,13:37:00,13,0.0154,0.9242,Thursday
7,2021-03-25 13:40:00,Alceu Valença,Sem Pensar No Amanhã,156250,2021,3,25,13:40:00,13,0.0434,2.6042,Thursday
8,2021-03-25 13:42:00,Pato Fu,Made In Japan / Capetão 66.6 FM (Ao Vivo),123949,2021,3,25,13:42:00,13,0.0344,2.0658,Thursday
9,2021-03-25 13:50:00,Erasure,Ave Maria,484708,2021,3,25,13:50:00,13,0.1346,8.0785,Thursday
10,2021-03-25 13:51:00,Erasure,Ave Maria,14150,2021,3,25,13:51:00,13,0.0039,0.2358,Thursday
11,2021-03-25 13:51:00,Bakers,Fantasy,35751,2021,3,25,13:51:00,13,0.0099,0.5958,Thursday
12,2021-03-25 15:47:00,Erasure,Solsbury Hill - 2009 Remastered Version,168340,2021,3,25,15:47:00,15,0.0468,2.8057,Thursday
13,2021-03-25 15:51:00,Queen,Under Pressure - Remastered 2011,248440,2021,3,25,15:51:00,15,0.069,4.1407,Thursday
14,2021-03-25 15:54:00,Elton John,I'm Still Standing,183439,2021,3,25,15:54:00,15,0.051,3.0573,Thursday
15,2021-03-25 15:55:00,U2,I Still Haven't Found What I'm Looking For,25169,2021,3,25,15:55:00,15,0.007,0.4195,Thursday
16,2021-03-25 15:58:00,Tina Turner,What's Love Got to Do with It,226860,2021,3,25,15:58:00,15,0.063,3.781,Thursday
17,2021-03-25 15:59:00,a-ha,Take on Me,12001,2021,3,25,15:59:00,15,0.0033,0.2,Thursday
18,2021-03-25 15:59:00,Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,2392,2021,3,25,15:59:00,15,0.0007,0.0399,Thursday
19,2021-03-25 15:59:00,Michael Jackson,Billie Jean,2707,2021,3,25,15:59:00,15,0.0008,0.0451,Thursday
20,2021-03-25 15:59:00,The Police,Every Breath You Take,4708,2021,3,25,15:59:00,15,0.0013,0.0785,Thursday
21,2021-03-25 16:04:00,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),291272,2021,3,25,16:04:00,16,0.0809,4.8545,Thursday
22,2021-03-25 16:05:00,Bryan Adams,Summer Of '69,72114,2021,3,25,16:05:00,16,0.02,1.2019,Thursday
23,2021-03-25 16:08:00,Queen,Another One Bites The Dust - Remastered 2011,214646,2021,3,25,16:08:00,16,0.0596,3.5774,Thursday
24,2021-03-25 16:17:00,Pretenders,Don't Get Me Wrong - 2007 Remaster,227626,2021,3,25,16:17:00,16,0.0632,3.7938,Thursday
25,2021-03-25 16:32:00,David Bowie,Modern Love - 2018 Remaster,253530,2021,3,25,16:32:00,16,0.0704,4.2255,Thursday
26,2021-03-25 18:32:00,David Bowie,Modern Love - 2018 Remaster,34794,2021,3,25,18:32:00,18,0.0097,0.5799,Thursday
27,2021-03-25 18:36:00,The Cure,Close To Me,203266,2021,3,25,18:36:00,18,0.0565,3.3878,Thursday
28,2021-03-25 18:49:00,Tina Turner,Let's Stay Together - 2015 Remaster,108880,2021,3,25,18:49:00,18,0.0302,1.8147,Thursday
29,2021-03-25 21:03:00,Tina Turner,Let's Stay Together - 2015 Remaster,207412,2021,3,25,21:03:00,21,0.0576,3.4569,Thursday
30,2021-03-25 21:09:00,Tears For Fears,Woman In Chains,390886,2021,3,25,21:09:00,21,0.1086,6.5148,Thursday
31,2021-03-25 21:12:00,Tracy Chapman,Baby Can I Hold You,193098,2021,3,25,21:12:00,21,0.0536,3.2183,Thursday
32,2021-03-25 21:16:00,Erasure,A Little Respect - 2009 - Remaster,213986,2021,3,25,21:16:00,21,0.0594,3.5664,Thursday
33,2021-03-25 21:19:00,Queen,Crazy Little Thing Called Love - Remastered 2011,163373,2021,3,25,21:19:00,21,0.0454,2.7229,Thursday
34,2021-03-25 21:21:00,The Cure,Boys Don't Cry,154646,2021,3,25,21:21:00,21,0.043,2.5774,Thursday
35,2021-03-25 21:26:00,Billy Idol,Eyes Without A Face - Remastered,297426,2021,3,25,21:26:00,21,0.0826,4.9571,Thursday
36,2021-03-25 21:31:00,Sade,Smooth Operator - Single Version,258671,2021,3,25,21:31:00,21,0.0719,4.3112,Thursday
37,2021-03-25 21:36:00,Depeche Mode,Strangelove,294613,2021,3,25,21:36:00,21,0.0818,4.9102,Thursday
38,2021-03-25 21:41:00,Duran Duran,Save a Prayer - 2009 Remaster,333300,2021,3,25,21:41:00,21,0.0926,5.555,Thursday
39,2021-03-25 21:45:00,Madonna,Like a Virgin,218626,2021,3,25,21:45:00,21,0.0607,3.6438,Thursday
40,2021-03-25 21:48:00,INXS,Need You Tonight,181106,2021,3,25,21:48:00,21,0.0503,3.0184,Thursday
41,2021-03-25 21:52:00,Paul McCartney,Say Say Say - Remastered 2015,235683,2021,3,25,21:52:00,21,0.0655,3.928,Thursday
42,2021-03-25 21:54:00,Queen,A Kind Of Magic - Remastered 2011,120035,2021,3,25,21:54:00,21,0.0333,2.0006,Thursday
43,2021-03-26 12:59:00,Erasure,Video Killed the Radio Star - 37b Mix,6260,2021,3,26,12:59:00,12,0.0017,0.1043,Friday
44,2021-03-26 13:01:00,Erasure,Ave Maria,171928,2021,3,26,13:01:00,13,0.0478,2.8655,Friday
45,2021-03-26 13:02:00,Erasure,Video Killed the Radio Star - 37b Mix,30451,2021,3,26,13:02:00,13,0.0085,0.5075,Friday
46,2021-03-26 13:04:00,Erasure,Can't Help Falling In Love - Acoustic,120020,2021,3,26,13:04:00,13,0.0333,2.0003,Friday
47,2021-03-26 13:04:00,Erasure,Breathe - 2009 Remastered Version,15910,2021,3,26,13:04:00,13,0.0044,0.2652,Friday
48,2021-03-26 13:07:00,UB40,Red Red Wine,183800,2021,3,26,13:07:00,13,0.0511,3.0633,Friday
49,2021-03-26 13:29:00,UB40,(I Can't Help) Falling In Love With You,118480,2021,3,26,13:29:00,13,0.0329,1.9747,Friday
50,2021-03-26 13:37:00,UB40,C'est La Vie,271466,2021,3,26,13:37:00,13,0.0754,4.5244,Friday
51,2021-03-26 13:42:00,UB40,Desert Sand,288293,2021,3,26,13:42:00,13,0.0801,4.8049,Friday
52,2021-03-26 13:45:00,UB40,Promises And Lies,218666,2021,3,26,13:45:00,13,0.0607,3.6444,Friday
53,2021-03-26 14:08:00,UB40,Bring Me Your Cup,341400,2021,3,26,14:08:00,14,0.0948,5.69,Friday
54,2021-03-26 14:13:00,UB40,Higher Ground,261240,2021,3,26,14:13:00,14,0.0726,4.354,Friday
55,2021-03-26 14:17:00,UB40,Reggae Music,246426,2021,3,26,14:17:00,14,0.0685,4.1071,Friday
56,2021-03-26 14:20:00,UB40,(I Can't Help) Falling In Love With You,207440,2021,3,26,14:20:00,14,0.0576,3.4573,Friday
57,2021-03-26 14:24:00,UB40,Now And Then,220533,2021,3,26,14:24:00,14,0.0613,3.6756,Friday
58,2021-03-26 14:28:00,UB40,Things Ain't Like They Used To Be,241693,2021,3,26,14:28:00,14,0.0671,4.0282,Friday
59,2021-03-26 14:32:00,UB40,It's A Long Long Way,269630,2021,3,26,14:32:00,14,0.0749,4.4938,Friday
60,2021-03-26 14:37:00,UB40,Sorry,267200,2021,3,26,14:37:00,14,0.0742,4.4533,Friday
61,2021-03-26 14:43:00,UB40,Burden Of Shame - 2010 Digital Remaster,389333,2021,3,26,14:43:00,14,0.1081,6.4889,Friday
62,2021-03-26 14:44:00,Jimmy Cliff,You Can Get It If You Really Want,66166,2021,3,26,14:44:00,14,0.0184,1.1028,Friday
63,2021-03-26 14:45:00,H.E.R.,Best Part (feat. Daniel Caesar),1720,2021,3,26,14:45:00,14,0.0005,0.0287,Friday
64,2021-03-26 14:45:00,UB40,Higher Ground,34890,2021,3,26,14:45:00,14,0.0097,0.5815,Friday
65,2021-03-26 14:46:00,i'103,Правило - Remix,43370,2021,3,26,14:46:00,14,0.012,0.7228,Friday
66,2021-03-26 21:03:00,Dj Batata,Geral Embrazando,142200,2021,3,26,21:03:00,21,0.0395,2.37,Friday
67,2021-03-26 21:06:00,MC Kekel,É Tão Bom,193043,2021,3,26,21:06:00,21,0.0536,3.2174,Friday
68,2021-03-26 21:09:00,Turma do Pagode,Golaço (Ao Vivo),184622,2021,3,26,21:09:00,21,0.0513,3.077,Friday
69,2021-03-26 21:12:00,Japinha Conde,Aposta na Gente,165234,2021,3,26,21:12:00,21,0.0459,2.7539,Friday
70,2021-03-26 21:14:00,Wesley Safadão,"Eu Pulo, Eu Passo",117215,2021,3,26,21:14:00,21,0.0326,1.9536,Friday
71,2021-03-26 21:17:00,Tays Reis,Modo Facinha,141689,2021,3,26,21:17:00,21,0.0394,2.3615,Friday
72,2021-03-26 21:19:00,Wynnie,Periculosa,125653,2021,3,26,21:19:00,21,0.0349,2.0942,Friday
73,2021-03-26 21:21:00,Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),165141,2021,3,26,21:21:00,21,0.0459,2.7524,Friday
74,2021-03-26 21:24:00,Ali Gatie,Do You Believe,156318,2021,3,26,21:24:00,21,0.0434,2.6053,Friday
75,2021-03-26 21:27:00,24kGoldn,Love Or Lust,176373,2021,3,26,21:27:00,21,0.049,2.9396,Friday
76,2021-03-26 21:30:00,MC Paulin da Capital,Cultura,156643,2021,3,26,21:30:00,21,0.0435,2.6107,Friday
77,2021-03-26 21:44:00,MC Luan da BS,Sextou,120039,2021,3,26,21:44:00,21,0.0333,2.0006,Friday
78,2021-03-26 21:44:00,Nara Leão,Outra Vez,53870,2021,3,26,21:44:00,21,0.015,0.8978,Friday
79,2021-03-27 15:43:00,Sandro e Cícero,Senta e Rebola,155851,2021,3,27,15:43:00,15,0.0433,2.5975,Saturday
80,2021-03-27 15:46:00,Gabi Martins,Cancela,173868,2021,3,27,15:46:00,15,0.0483,2.8978,Saturday
81,2021-03-27 15:48:00,Rafael Portugal,Te Dar a Flor,135722,2021,3,27,15:48:00,15,0.0377,2.262,Saturday
82,2021-03-27 15:52:00,Drik Barbosa,Seu abraço,205680,2021,3,27,15:52:00,15,0.0571,3.428,Saturday
83,2021-03-27 15:54:00,Nicki Nicole,No Toque Mi Naik,143925,2021,3,27,15:54:00,15,0.04,2.3988,Saturday
84,2021-03-27 15:57:00,benny blanco,Unlearn (with Gracie Abrams),155361,2021,3,27,15:57:00,15,0.0432,2.5894,Saturday
85,2021-03-27 16:00:00,Tate McRae,bad ones,183133,2021,3,27,16:00:00,16,0.0509,3.0522,Saturday
86,2021-03-27 16:03:00,Julia Michaels,All Your Exes,209275,2021,3,27,16:03:00,16,0.0581,3.4879,Saturday
87,2021-03-27 16:06:00,All Time Low,Once In A Lifetime,189542,2021,3,27,16:06:00,16,0.0527,3.159,Saturday
88,2021-03-27 16:08:00,Os Barões Da Pisadinha,Seu Bebê Tá Bebo - Ao Vivo,19380,2021,3,27,16:08:00,16,0.0054,0.323,Saturday
89,2021-03-27 16:10:00,The Knocks,R U HIGH (feat. Mallrat),239456,2021,3,27,16:10:00,16,0.0665,3.9909,Saturday
90,2021-03-27 16:13:00,Elderbrook,Body,164767,2021,3,27,16:13:00,16,0.0458,2.7461,Saturday
91,2021-03-27 16:15:00,Chemical Surf,Madness,133790,2021,3,27,16:15:00,16,0.0372,2.2298,Saturday
92,2021-03-27 16:18:00,JØRD,Oh Yes,138095,2021,3,27,16:18:00,16,0.0384,2.3016,Saturday
93,2021-03-27 16:18:00,Groove Delight,Never,20809,2021,3,27,16:18:00,16,0.0058,0.3468,Saturday
94,2021-03-27 16:21:00,Dreicon,Tá Tendo,153223,2021,3,27,16:21:00,16,0.0426,2.5537,Saturday
95,2021-03-27 16:23:00,Urias,Foi Mal,165208,2021,3,27,16:23:00,16,0.0459,2.7535,Saturday
96,2021-03-27 16:27:00,Rosa Neon,A Gente É Demais,209204,2021,3,27,16:27:00,16,0.0581,3.4867,Saturday
97,2021-03-27 16:57:00,Zeca Pagodinho,Deixa A Vida Me Levar - Ao Vivo,194677,2021,3,27,16:57:00,16,0.0541,3.2446,Saturday
98,2021-03-27 17:00:00,LUDMILLA,"Faz uma loucura por mim - Recorded At Mosh Studios, São Paulo",194291,2021,3,27,17:00:00,17,0.054,3.2382,Saturday
99,2021-03-27 17:03:00,Alcione,Meu ébano,207866,2021,3,27,17:03:00,17,0.0577,3.4644,Saturday
100,2021-03-27 17:08:00,Péricles,Amiga da Minha Mulher / Cilada - Ao Vivo,292275,2021,3,27,17:08:00,17,0.0812,4.8712,Saturday
101,2021-03-27 17:11:00,Jorge Aragão,Não Sou Mais Disso,187749,2021,3,27,17:11:00,17,0.0522,3.1292,Saturday
102,2021-03-27 17:14:00,Diogo Nogueira,Bota Pra Tocar Tim Maia,142514,2021,3,27,17:14:00,17,0.0396,2.3752,Saturday
103,2021-03-27 17:24:00,Grupo Fundo De Quintal,Caciqueando - Ao Vivo,4778,2021,3,27,17:24:00,17,0.0013,0.0796,Saturday
104,2021-03-27 18:26:00,Suel,Sem Ele e Sem Mim,3630,2021,3,27,18:26:00,18,0.001,0.0605,Saturday
105,2021-03-27 18:26:00,Mariana Froes,Carta Que Não Diz,152334,2021,3,27,18:26:00,18,0.0423,2.5389,Saturday
106,2021-03-27 18:28:00,MC Neguinho do Kaxeta,Lembranças,91000,2021,3,27,18:28:00,18,0.0253,1.5167,Saturday
107,2021-03-27 18:31:00,Jorge Aragão,Não Sou Mais Disso,187749,2021,3,27,18:31:00,18,0.0522,3.1292,Saturday
108,2021-03-27 18:35:00,Diogo Nogueira,Bota Pra Tocar Tim Maia,222577,2021,3,27,18:35:00,18,0.0618,3.7096,Saturday
109,2021-03-27 18:37:00,Grupo Fundo De Quintal,Caciqueando - Ao Vivo,146613,2021,3,27,18:37:00,18,0.0407,2.4436,Saturday
110,2021-03-27 18:40:00,Clara Nunes,O Mar Serenou,178613,2021,3,27,18:40:00,18,0.0496,2.9769,Saturday
111,2021-03-27 18:43:00,Grupo Fundo De Quintal,A Batucada Dos Nossos Tantãs,198960,2021,3,27,18:43:00,18,0.0553,3.316,Saturday
112,2021-03-27 18:46:00,Elis Regina,Tiro Ao Álvaro,162360,2021,3,27,18:46:00,18,0.0451,2.706,Saturday
113,2021-03-27 18:49:00,Martinho Da Vila,"Canta Canta, Minha Gente",152266,2021,3,27,18:49:00,18,0.0423,2.5378,Saturday
114,2021-03-27 18:52:00,Beth Carvalho,Quando o povo entra na dança,171293,2021,3,27,18:52:00,18,0.0476,2.8549,Saturday
115,2021-03-27 18:55:00,Arlindo Cruz,Sambista Perfeito,226813,2021,3,27,18:55:00,18,0.063,3.7802,Saturday
116,2021-03-27 19:02:00,Jovelina Perola Negra,Menina Você Bebeu,379196,2021,3,27,19:02:00,19,0.1053,6.3199,Saturday
117,2021-03-27 19:05:00,Alcione,Gostoso Veneno,195493,2021,3,27,19:05:00,19,0.0543,3.2582,Saturday
118,2021-03-27 19:16:00,Vou pro Sereno,Teu Segredo - Ao Vivo,182860,2021,3,27,19:16:00,19,0.0508,3.0477,Saturday
119,2021-03-27 19:20:00,Seu Jorge,Tive Razão - Ao Vivo,233346,2021,3,27,19:20:00,19,0.0648,3.8891,Saturday
120,2021-03-27 19:24:00,Jorge Aragão,Eu e Você Sempre - Ao Vivo,251850,2021,3,27,19:24:00,19,0.07,4.1975,Saturday
121,2021-03-27 19:28:00,Xande De Pilares,Meu Pitel,256783,2021,3,27,19:28:00,19,0.0713,4.2797,Saturday
122,2021-03-27 19:31:00,Mart'nália,Cabide,153666,2021,3,27,19:31:00,19,0.0427,2.5611,Saturday
123,2021-03-27 19:36:00,Jorge Aragão,Feitio de paixão - Ao vivo,289000,2021,3,27,19:36:00,19,0.0803,4.8167,Saturday
124,2021-03-27 19:38:00,Cartola,Festa Da Vinda,119560,2021,3,27,19:38:00,19,0.0332,1.9927,Saturday
125,2021-03-27 19:41:00,Jamelão,Exaltação à mangueira,189080,2021,3,27,19:41:00,19,0.0525,3.1513,Saturday
126,2021-03-27 19:44:00,Paulinho Da Viola,Foi Um Rio Que Passou Em Minha Vida,155466,2021,3,27,19:44:00,19,0.0432,2.5911,Saturday
127,2021-03-27 19:47:00,Beth Carvalho,Olho por Olho,190106,2021,3,27,19:47:00,19,0.0528,3.1684,Saturday
128,2021-03-27 19:49:00,Adoniran Barbosa,Saudosa Maloca,140706,2021,3,27,19:49:00,19,0.0391,2.3451,Saturday
129,2021-03-27 19:52:00,Chico Buarque,Feijoada Completa,171253,2021,3,27,19:52:00,19,0.0476,2.8542,Saturday
130,2021-03-27 19:55:00,João Nogueira,Boteco do Arlindo,168560,2021,3,27,19:55:00,19,0.0468,2.8093,Saturday
131,2021-03-27 19:59:00,Arlindo Cruz & Sombrinha,Pintou uma Lua Lá,264466,2021,3,27,19:59:00,19,0.0735,4.4078,Saturday
132,2021-03-27 20:02:00,Teresa Cristina,Coração Imprudente,156280,2021,3,27,20:02:00,20,0.0434,2.6047,Saturday
133,2021-03-27 20:05:00,Paulinho Da Viola,Timoneiro,205200,2021,3,27,20:05:00,20,0.057,3.42,Saturday
134,2021-03-27 20:09:00,Beth Carvalho,Traço De União,211626,2021,3,27,20:09:00,20,0.0588,3.5271,Saturday
135,2021-03-27 20:13:00,Zeca Pagodinho,Dependente Do Amor,224376,2021,3,27,20:13:00,20,0.0623,3.7396,Saturday
136,2021-03-27 20:22:00,Seu Jorge,Tive Razão - Live,551933,2021,3,27,20:22:00,20,0.1533,9.1989,Saturday
137,2021-03-27 20:25:00,Thiaguinho,Prudente - Ao Vivo,169201,2021,3,27,20:25:00,20,0.047,2.82,Saturday
138,2021-03-27 20:26:00,Criolo,Lá Vem Você,80916,2021,3,27,20:26:00,20,0.0225,1.3486,Saturday
139,2021-03-27 21:08:00,Criolo,Lá Vem Você,52026,2021,3,27,21:08:00,21,0.0145,0.8671,Saturday
140,2021-03-27 21:14:00,Marcelo D2,Partideiro Sem Nó Na Garganta,29627,2021,3,27,21:14:00,21,0.0082,0.4938,Saturday
141,2021-03-27 21:19:00,Criolo,Bogotá,280400,2021,3,27,21:19:00,21,0.0779,4.6733,Saturday
142,2021-03-27 21:23:00,Criolo,Subirusdoistiozin,213573,2021,3,27,21:23:00,21,0.0593,3.5596,Saturday
143,2021-03-27 21:27:00,Criolo,Não Existe Amor em SP,280613,2021,3,27,21:27:00,21,0.0779,4.6769,Saturday
144,2021-03-27 21:28:00,Criolo,Bogotá,1030,2021,3,27,21:28:00,21,0.0003,0.0172,Saturday
145,2021-03-27 21:28:00,Criolo,Mariô,67202,2021,3,27,21:28:00,21,0.0187,1.12,Saturday
146,2021-03-27 21:41:00,Criolo,Bogotá,5964,2021,3,27,21:41:00,21,0.0017,0.0994,Saturday
147,2021-03-27 22:58:00,AntiCast,AntiCast 383 – Tecnopolíticas da Vigilância,162360,2021,3,27,22:58:00,22,0.0451,2.706,Saturday
148,2021-03-28 15:52:00,AntiCast,AntiCast 383 – Tecnopolíticas da Vigilância,2609013,2021,3,28,15:52:00,15,0.7247,43.4836,Sunday
149,2021-03-28 16:23:00,Criolo,Bogotá,274605,2021,3,28,16:23:00,16,0.0763,4.5768,Sunday
150,2021-03-28 16:26:00,Criolo,Subirusdoistiozin,213573,2021,3,28,16:26:00,16,0.0593,3.5596,Sunday
151,2021-03-28 16:31:00,Criolo,Não Existe Amor em SP,280613,2021,3,28,16:31:00,16,0.0779,4.6769,Sunday
152,2021-03-28 16:34:00,Criolo,Mariô,217386,2021,3,28,16:34:00,16,0.0604,3.6231,Sunday
153,2021-03-28 16:46:00,Criolo,Freguês da Meia Noite,111646,2021,3,28,16:46:00,16,0.031,1.8608,Sunday
154,2021-03-28 16:57:00,Alcione,Você me vira a cabeça (me tira do sério),2246,2021,3,28,16:57:00,16,0.0006,0.0374,Sunday
155,2021-03-28 17:03:00,Alcione,Trocando em miúdos - Ao vivo,359933,2021,3,28,17:03:00,17,0.1,5.9989,Sunday
156,2021-03-28 17:07:00,Alcione,Mais um barco - Ao vivo,219913,2021,3,28,17:07:00,17,0.0611,3.6652,Sunday
157,2021-03-28 17:08:00,Alcione,Sufoco,57848,2021,3,28,17:08:00,17,0.0161,0.9641,Sunday
158,2021-03-28 17:15:00,Alcione,Sufoco,10587,2021,3,28,17:15:00,17,0.0029,0.1764,Sunday
159,2021-03-28 17:18:00,Alcione,Sufoco,176315,2021,3,28,17:18:00,17,0.049,2.9386,Sunday
160,2021-03-28 18:30:00,The Beatles,Here Comes The Sun - Remastered 2009,185733,2021,3,28,18:30:00,18,0.0516,3.0955,Sunday
161,2021-03-28 18:45:00,The Beatles,Here Comes The Sun - Remastered 2009,3251,2021,3,28,18:45:00,18,0.0009,0.0542,Sunday
162,2021-03-28 18:50:00,The Beatles,Come Together - Remastered 2009,259925,2021,3,28,18:50:00,18,0.0722,4.3321,Sunday
163,2021-03-28 18:54:00,The Beatles,Let It Be - Remastered 2009,243021,2021,3,28,18:54:00,18,0.0675,4.0504,Sunday
164,2021-03-28 18:56:00,The Beatles,Hey Jude - Remastered 2015,0,2021,3,28,18:56:00,18,0.0,0.0,Sunday
165,2021-03-28 18:56:00,The Beatles,Yesterday - Remastered 2009,122280,2021,3,28,18:56:00,18,0.034,2.038,Sunday
166,2021-03-28 19:03:00,The Beatles,Hey Jude - Remastered 2009,431333,2021,3,28,19:03:00,19,0.1198,7.1889,Sunday
167,2021-03-28 19:07:00,The Beatles,I Want To Hold Your Hand - Remastered 2009,146705,2021,3,28,19:07:00,19,0.0408,2.4451,Sunday
168,2021-03-28 19:10:00,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",188960,2021,3,28,19:10:00,19,0.0525,3.1493,Sunday
169,2021-03-28 19:12:00,The Beatles,Help! - Remastered 2009,139553,2021,3,28,19:12:00,19,0.0388,2.3259,Sunday
170,2021-03-28 19:15:00,The Beatles,In My Life - Remastered 2009,146333,2021,3,28,19:15:00,19,0.0406,2.4389,Sunday
171,2021-03-28 19:17:00,The Beatles,Eleanor Rigby - Remastered 2009,126533,2021,3,28,19:17:00,19,0.0351,2.1089,Sunday
172,2021-03-28 19:18:00,The Beatles,Something - Remastered 2009,103553,2021,3,28,19:18:00,19,0.0288,1.7259,Sunday
173,2021-03-28 23:16:00,Alcione,Pot-Pourri: Qualquer dia desses / Meu vício é você - Ao vivo,21268,2021,3,28,23:16:00,23,0.0059,0.3545,Sunday
174,2021-03-28 23:16:00,Alcione,Beyond the Sea - Ao vivo,275529,2021,3,28,23:16:00,23,0.0765,4.5922,Sunday
175,2021-03-28 23:21:00,Alcione,Beyond the Sea - Ao vivo,275482,2021,3,28,23:21:00,23,0.0765,4.5914,Sunday
176,2021-03-28 23:35:00,Alcione,Pot-Pourri: Qualquer dia desses / Meu vício é você - Ao vivo,7691,2021,3,28,23:35:00,23,0.0021,0.1282,Sunday
177,2021-03-29 13:43:00,Rita Lee,Amor e Sexo,218666,2021,3,29,13:43:00,13,0.0607,3.6444,Monday
178,2021-03-29 13:47:00,Cássia Eller,O Segundo Sol,253145,2021,3,29,13:47:00,13,0.0703,4.2191,Monday
179,2021-03-29 13:51:00,Pitty,Equalize,232240,2021,3,29,13:51:00,13,0.0645,3.8707,Monday
180,2021-03-29 13:55:00,Cássia Eller,Relicário - Ao Vivo,246492,2021,3,29,13:55:00,13,0.0685,4.1082,Monday
181,2021-03-29 13:57:00,Rita Lee,Lança Perfume,127840,2021,3,29,13:57:00,13,0.0355,2.1307,Monday
182,2021-03-29 14:00:00,Cássia Eller,Por Enquanto - Ao Vivo,143825,2021,3,29,14:00:00,14,0.04,2.3971,Monday
183,2021-03-29 14:02:00,Rita Lee,Reza,146133,2021,3,29,14:02:00,14,0.0406,2.4356,Monday
184,2021-03-29 14:05:00,BÁRBARA SILVA,Não Esconda,166581,2021,3,29,14:05:00,14,0.0463,2.7764,Monday
185,2021-03-29 14:08:00,Kid Abelha,"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo",197693,2021,3,29,14:08:00,14,0.0549,3.2949,Monday
186,2021-03-29 14:11:00,Kid Abelha,Como Eu Quero - Ao Vivo,183746,2021,3,29,14:11:00,14,0.051,3.0624,Monday
187,2021-03-29 14:15:00,ANAVITÓRIA,"Amarelo, azul e branco",201411,2021,3,29,14:15:00,14,0.0559,3.3568,Monday
188,2021-03-29 14:19:00,Cássia Eller,Luz Dos Olhos - Ao Vivo,251426,2021,3,29,14:19:00,14,0.0698,4.1904,Monday
189,2021-03-29 14:22:00,Cássia Eller,Palavras Ao Vento,213572,2021,3,29,14:22:00,14,0.0593,3.5595,Monday
190,2021-03-29 14:27:00,Pitty,Me Adora,271210,2021,3,29,14:27:00,14,0.0753,4.5202,Monday
191,2021-03-29 14:32:00,Rita Lee,Mania De Você,295106,2021,3,29,14:32:00,14,0.082,4.9184,Monday
192,2021-03-29 14:35:00,Cássia Eller,As Coisas Tão Mais Lindas,176190,2021,3,29,14:35:00,14,0.0489,2.9365,Monday
193,2021-03-29 14:35:00,Pitty,Me Adora,2939,2021,3,29,14:35:00,14,0.0008,0.049,Monday
194,2021-03-29 15:13:00,Pitty,Me Adora,271210,2021,3,29,15:13:00,15,0.0753,4.5202,Monday
195,2021-03-29 15:21:00,Rita Lee,Mania De Você,295106,2021,3,29,15:21:00,15,0.082,4.9184,Monday
196,2021-03-29 15:25:00,Cássia Eller,As Coisas Tão Mais Lindas,219151,2021,3,29,15:25:00,15,0.0609,3.6525,Monday
197,2021-03-29 15:29:00,Pitty,Na Sua Estante,222030,2021,3,29,15:29:00,15,0.0617,3.7005,Monday
198,2021-03-29 15:32:00,Cássia Eller,Gatas Extraordinárias,215482,2021,3,29,15:32:00,15,0.0599,3.5914,Monday
199,2021-03-29 15:37:00,Pitty,Máscara,288671,2021,3,29,15:37:00,15,0.0802,4.8112,Monday
200,2021-03-29 15:41:00,Cássia Eller,Malandragem,250358,2021,3,29,15:41:00,15,0.0695,4.1726,Monday
201,2021-03-29 15:45:00,Pato Fu,Sobre o Tempo,207533,2021,3,29,15:45:00,15,0.0576,3.4589,Monday
202,2021-03-29 15:51:00,Pitty,Serpente,353316,2021,3,29,15:51:00,15,0.0981,5.8886,Monday
203,2021-03-29 15:55:00,Kid Abelha,Pintura íntima - Compacto,267959,2021,3,29,15:55:00,15,0.0744,4.466,Monday
204,2021-03-29 15:59:00,Pitty,Admirável Chip Novo,191519,2021,3,29,15:59:00,15,0.0532,3.192,Monday
205,2021-03-29 16:02:00,Fióti,Quando for falar de amor,213207,2021,3,29,16:02:00,16,0.0592,3.5534,Monday
206,2021-03-29 16:07:00,Tuyo,Vidaloca,284816,2021,3,29,16:07:00,16,0.0791,4.7469,Monday
207,2021-03-29 16:11:00,Fresno,Cada Acidente,245900,2021,3,29,16:11:00,16,0.0683,4.0983,Monday
208,2021-03-29 16:15:00,Tuyo,Solamento,234509,2021,3,29,16:15:00,16,0.0651,3.9085,Monday
